#FILE:roman.tab
1:Abercius
1:Marcellus
1:Marcialis
1:Marcipor
1:Marcius
1:Margarita
1:Marinianus
1:Marinus
1:Maritialis
1:Maritimus
1:Marius
1:Maro
1:Marsallas
1:Marsicus
1:Marsus
1:Marsyas
1:Martial
1:Martialis
1:Martianus
1:Martinus
1:Martius
1:Martyrius
1:Marullinus
1:Marullus
1:Maternus
1:Matho
1:Matius
1:Mauricius
1:Maursus
1:Maximian
1:Maximianus
1:Maximinius
1:Maximinus
1:Maximus
1:Medullinus
1:Megellus
1:Melissus
1:Melitus
1:Mellitus
1:Melus
1:Meminius
1:Memmius
1:Memor
1:Mercator
1:Mercurialis
1:Mercurinus
1:Mercurius
1:Merula
1:Messala
1:Messienus
1:Messor
1:Metellus
1:Metilius
1:Metunus
1:Micianus
1:Mico
1:Micon
1:Milonius
1:Minervalis
1:Minianus
1:Minicianus
1:Minucius
1:Moderatus
1:Modius
1:Molacus
1:Momus
1:Montanus
1:Montaus
1:Mordanticus
1:Mucianus
1:Mucius
1:Muco
1:Munatius
1:Muncius
1:Munius
1:Murena
1:Murrius
1:Mus
1:Musa
1:Musicus
1:Mutilus
1:Mutius
1:Nabor
1:Naevius
1:Narcissus
1:Nasennius
1:Narses
1:Nasica
1:Naso
1:Natalinus
1:Natalis
1:Naucratius
1:Nazarius
1:Nectaridus
1:Nectovelius 
1:Nelius
1:Nemesianus
1:Nemetorius
1:Nemnogenus
1:Neneus
1:Nennius
1:Nepius
1:Nepos
1:Neptune 
1:Nero
1:Nertomarus
1:Nerva
1:Nicasius
1:Nicephoros 
1:Nicetius
1:Nicolao
1:Nigellus
1:Niger
1:Nigidius
1:Nigilius
1:Nigrinus
1:Nikifor 
1:Nikolaos
1:Nikolaj 
1:Nipius
1:Niraemius
1:Nodens
1:Nolus
1:Nonius
1:Norbanus
1:Noster
1:Novation
1:Novellius
1:Novius
1:Numerianus
1:Numerius
1:Numonis
1:Oceanus
1:Octavian
1:Octavianus
1:Octobre
1:Octobrianus
1:Olcinius
1:Oleksy
1:Olennius
1:Olympicus
1:Opilio
1:Opimius
1:Opis
1:Oppius
1:Opsius
1:Optatus
1:Oranius
1:Orientalis
1:Orientius
1:Orissus
1:Orosius
1:Osterianus
1:Otacilius
1:Otho
1:Otto 
1:Ovinus
1:Pacatianus
1:Pachomius
1:Pacuvianus
1:Paenula
1:Paetinus
1:Paetus
1:Palicamus
1:Pamphilius
1:Panaetius
1:Pansa
1:Pantensus
1:Pantera
1:Panthera
1:Papellius
1:Papinian
1:Papinius
1:Papirius
1:Papius
1:Papus
1:Paratus
1:Parnesius
1:Pascentius
1:Pastor
1:Paterculus
1:Paternus
1:Patiens
1:Patricius
1:Paulinus
1:Paullus
1:Pavo
1:Pelagius
1:Peltrasius
1:Pennus
1:Peregrinus
1:Perennis
1:Perpenna
1:Perperna
1:Pertacus
1:Pertinax
1:Pescennius
1:Petasius
1:Petellius
1:Petilius
1:Petreius
1:Petronax
1:Petronius
1:Petrus
1:Philippus
1:Photius
1:Pictor
1:Pilatus
1:Pilus
1:Pinarius
1:Pinarus
1:Pio
1:Piscius
1:Pisentius
1:Piso
1:Pius
1:Placidus
1:Planta
1:Plautis
1:Plautius
1:Plautus
1:Pleminius
1:Plinius
1:Plotius
1:Pollienus
1:Pollio
1:Pollius
1:Polus
1:Polybius
1:Pompolussa
1:Pomponius
1:Pomptinus
1:Pontius
1:Popidius
1:Poplicola
1:Porcia
1:Porcus
1:Porphyrius
1:Portius
1:Postumianus
1:Postumus
1:Potitus
1:Praetextus
1:Prilidianus
1:Primanus
1:Primulus
1:Primus
1:Prisca
1:Priscian
1:Priscillian
1:Priscillianus
1:Priscus
1:Probus
1:Processus
1:Proceus
1:Proculus
1:Procyon
1:Profuterius
1:Protacius
1:Protus
1:Proxsimus
1:Publianus
1:Publicola
1:Publicus
1:Pudens
1:Pudentius
1:Pulcher
1:Pulcherius
1:Pullus
1:Pupius
1:Pusinnus
1:Pustula
1:Quartinus
1:Quarto
1:Quatruus
1:Quentin
1:Quietus
1:Quintilianus
1:Quintilius
1:Quintillius
1:Quintillus
1:Quintius
1:Quiriac
1:Quiricus
1:Quirinalis
1:Quirinius
1:Quincius
1:Rabirius
1:Ramio
1:Ramirus
1:Ravilla
1:Reburrus
1:Receptus
1:Rectus
1:Regillus
1:Reginus
1:Regulus
1:Remigius
1:Remus
1:Renatus
1:Respectus
1:Restitutus
1:Rex
1:Rianorix 
1:Ripanus
1:Rodolph
1:Rogatus
1:Rogelius
1:Roman
1:Romanus
1:Romulianus
1:Romulus
1:Roscius
1:Rubico
1:Rufinianus
1:Rufinus
1:Rufius
1:Rufrius
1:Rufus
1:Rullus
1:Ruricius
1:Rusi 
1:Ruso
1:Rusonius
1:Rusticus
1:Rutilianus
1:Rutilius
1:Sabellius
1:Sabinianus
1:Sabinus
1:Sabucius
1:Sacerdus
1:Saenus
1:Salinator
1:Sallustius
1:Salonianus
1:Saloninus
1:Salonius
1:Salvian
1:Salvianus
1:Salvius
1:Sanctus
1:Sandilianus
1:Sanga
1:Sarimarcus
1:Sarrius
1:Saturninus
1:Saunio
1:Scaevola
1:Scapula
1:Scaro
1:Scato
1:Scaurus
1:Schlerus
1:Scipio
1:Scribonianus
1:Scrofa
1:Sebastianus
1:Secundas
1:Secundinius
1:Secundius
1:Segestes
1:Seius
1:Sejanus
1:Sellic
1:Sempronius
1:Seneca
1:Senecianus
1:Senecio
1:Senilis
1:Senna
1:Sennius
1:Senopianus
1:Sentius
1:Septimianus
1:Septimius
1:Sepunius
1:Sergius
1:Seronatus
1:Serranus
1:Sertorius
1:Servanus
1:Servatius
1:Servilius
1:Sestius
1:Seuso
1:Severlinus
1:Severus
1:Sevso
1:Sevtonius
1:Sextilius
1:Sextius
1:Siculus
1:Sidonius
1:Sigilis
1:Silanus
1:Silius
1:Silo
1:Silus
1:Silvanus
1:Similis
1:Simo
1:Simplex
1:Simplicianus
1:Siricus
1:Sisenna
1:Sisinnius
1:Sita
1:Sittius
1:Socellius
1:Sollemnis
1:Socellius
1:Sorex
1:Sorio
1:Sornatius
1:Sosius
1:Sotericus
1:Soulinus
1:Sparticus
1:Spendius
1:Speratus
1:Spurius
1:Statius
1:Statlilius
1:Stertinius
1:Stichus
1:Strabo
1:Sudrenus
1:Suedius
1:Suilius
1:Sulinus
1:Sulla
1:Sulpicius
1:Super
1:Superbus
1:Superstes
1:Sura
1:Surinus
1:Surius
1:Surus
1:Sylla
1:Sylvian
1:Sylvius
1:Symmachus
1:Sympronian
1:Synistor
1:Synnodus
1:Tacitus
1:Tadius
1:Taenaris
1:Talmudius
1:Tamas
1:Tancinus
1:Tanicius
1:Tanicus
1:Taras
1:Tarasius 
1:Tarquinius
1:Tarsicius
1:Tasius
1:Tatian
1:Taurinus
1:Taximagulus
1:Telesinus
1:Tem
1:Teodor
1:Teodoricus 
1:Teodoru 
1:Teofil
1:Terenteianus
1:Tertinius
1:Tertius
1:Tertullian
1:Tertullianus
1:Tertulus
1:Tetius
1:Tetricus
1:Tetullianus
1:Theodore 
1:Theodoric 
1:Theodorus 
1:Theophilus
1:Thrasea
1:Tibaronies
1:Tiberillus
1:Tiberinus
1:Tiberius
1:Tibullus
1:Tiburs
1:Tiburtius
1:Ticinius
1:Titianus
1:Titillus
1:Titius
1:Titinius
1:Titus
1:Tobar
1:Togodumnus
1:Torquatus
1:Toutius
1:Traianus
1:Trailus
1:Tranio
1:Tranquillus
1:Trebatius
1:Trebellius
1:Trebius
1:Trebonianus
1:Trebonius
1:Tremerus
1:Tremorinus
1:Treni
1:Trenico
1:Trenus
1:Triarius
1:Trifer
1:Triferus
1:Trimalchio
1:Trofim
1:Trogus
1:Trophimos
1:Trupo
1:Tuccianus
1:Tuccius
1:Tuditanus
1:Tullius
1:Tullas
1:Tullio
1:Tullius
1:Turibius
1:Turpilianus
1:Turpilinus
1:Turpilias
1:Tuticanus
1:Tutor
1:Typhoeus
1:Tyranus
1:Ulfila
1:Ulixes
1:Ulpian
1:Ulpianus
1:Ulpius
1:Umbonius
1:Urban 
1:Urbanus
1:Urbicus
1:Urgulanius
1:Ursacius
1:Ursinus
1:Ursus
1:Uticensis
1:Uulius
1:Vagionius
1:Vagnius
1:Vala
1:Valens
1:Valentine 
1:Valentinian
1:Valentinus
1:Valerian
1:Valerianus
1:Valerius
1:Valgus
1:Varialus
1:Varius
1:Varro
1:Varus
1:Vasily 
1:Vassinus
1:Vatia
1:Vatinius
1:Vediovis 
1:Vedius
1:Vedrix
1:Vegetius
1:Velius
1:Velus
1:Velvus
1:Venatio
1:Venantius
1:Venator
1:Ventor
1:Venustinius
1:Vepgenus
1:Veranius
1:Verecundus
1:Vergilius
1:Verinus
1:Verres
1:Verrucosis
1:Verullus
1:Verulus
1:Verus
1:Vesnius
1:Vespasianus
1:Vespillo
1:Vestinus
1:Vestorius
1:Vesuvius
1:Vetranio
1:Vettonianus
1:Veturius
1:Viator
1:Vibennis
1:Vibenius
1:Vibidius
1:Vibius
1:Vibullius
1:Victor
1:Victorinus
1:Victricius
1:Viducius
1:Vincentius
1:Vindex
1:Vinicianus
1:Vinicius
1:Vipsanius
1:Virgil 
1:Virginius
1:Viridio
1:Viridius
1:Virilis
1:Virius
1:Virnius
1:Vitalinus
1:Vitalion
1:Vitalis
1:Vitoricus
1:Vitruvius
1:Vitulus
1:Vitus
1:Volcatius
1:Vocula
1:Volturcius
1:Volumnius
1:Volusenus
1:Volusianus
1:Vonones
1:Vopiscus
1:Voteporix
1:Vulcan 
1:Vulso
1:Walery 
1:Wasili 
1:Wasyl 
1:Wasylo 
1:Wawrzen 
1:Wesh 
1:Wiecency 
1:Wiktor 
1:Wilhelm 
1:Wincency
1:Zeno
1:Zindel
1:Zindelo 
1:Zoilus
1:Zosimus
