#FILE:roman.tab
1:Abercius
1:Abito
1:Acacius
1:Acaunus
1:Acilianus
1:Acilius
1:Adauctus
1:Adepphius
1:Aebutius
1:Aedinius
1:Africanus
1:Adjutor
1:Adranos
1:Adventus
1:Aeacus
1:Aebutus
1:Afer
1:Agaptus
1:Agatopus
1:Agelastus
1:Agorix
1:Agricola
1:Agrippa
1:Agustalis
1:Ahala
1:Albanus
1:Allectus
1:Albinius
1:Albinus
1:Albucius
1:Alethius
1:Allobrogicus
1:Aloysius
1:Aluredes
1:Alypius
1:Amandus
1:Amantius
1:Amatius
1:Ambrosius
1:Amor
1:Amphion
1:Anatolius
1:Ancus
1:Andronicus
1:Angelus
1:Antius
1:Antonius
1:Anullinus
1:Apelles
1:Apellinus
1:Aper
1:Apollonarius
1:Aponius
1:Aquila
1:Aquilius
1:Aquillius
1:Aratus
1:Arcadius
1:Arcavius
1:Archarius
1:Arius
1:Armiger
1:Arminus
1:Arpagius
1:Arrianus
1:Arrius
1:Arruntius
1:Artistus
1:Artorius
1:Aruns
1:Arvina
1:Asellio
1:Asiaticus
1:Asina
1:Asprenas
1:Asprenus
1:Assanius
1:Ateius
1:Atilius
1:Atius
1:Atrius
1:Atticus
1:Attius
1:Atronius
1:Audaios
1:Audens
1:Augendus
1:Augurnus
1:Augurius
1:Augustalis
1:Augustanus
1:Augustinus 
1:Augustus
1:Auila
1:Aulus
1:Aurelianus
1:Aurelius
1:Ausonius
1:Auspex
1:Auxentius
1:Auxientius
1:Auxilius
1:Avienus
1:Avitus
1:Avisius
1:Balbillus
1:Balbus
1:Balduinus
1:Bambalio
1:Bamballio
1:Banquerius
1:Barbatus
1:Baro
1:Barrius
1:Bassus
1:Bato
1:Belenus
1:Belisarius
1:Bellator
1:Belletor
1:Bellicus
1:Bellus
1:Bestia
1:Betto
1:Bibaculus
1:Bibulus
1:Bitucus
1:Blandus
1:Blandius
1:Bodenius
1:Bolanus
1:Bonifatius
1:Bonosus
1:Bonus
1:Bradua
1:Briccius 
1:Brictius 
1:Brocchus
1:Bromidus
1:Bruccius
1:Brucetus
1:Bruscius
1:Bruttius
1:Brutus
1:Bubo
1:Buccio
1:Bulla
1:Burcanius
1:Burrus
1:Buteo
1:Caecilianus
1:Caecina
1:Caecus
1:Caelistis
1:Caelestius
1:Caelianus
1:Caelinus
1:Caepio
1:Caerellius
1:Caesar
1:Calacicus
1:Calatinus
1:Calatorius
1:Caldus
1:Calenus
1:Calerus
1:Caletus
1:Calidius
1:Caligula
1:Callisunus
1:Calogerus
1:Calpornius
1:Calpurnius
1:Calventius
1:Calvinus
1:Calvus
1:Camerius
1:Camillus
1:Campanus
1:Candidianus
1:Candidus
1:Candidius
1:Canio
1:Carinus
1:Canisius
1:Cantaber
1:Capito
1:Capiton
1:Caprarius
1:Caracturus
1:Carantus
1:Carbo
1:Carius
1:Caristanius
1:Carnifex
1:Carus
1:Casca
1:Cassianus
1:Castinus
1:Castorius
1:Castus
1:Catianus
1:Catilina
1:Cato
1:Catonius
1:Catullus
1:Catulus
1:Catus
1:Celatus
1:Cecilianus
1:Celer
1:Celsus
1:Cenaeus
1:Cencius
1:Censorinus
1:Censorius
1:Centumalus
1:Cerialis
1:Cerinthus
1:Cerularius
1:Cervianus
1:Cervidus
1:Cethegus
1:Chlorus
1:Christianus
1:Cicero
1:Cico
1:Cimber
1:Cinna
1:Cinnianus
1:Cipius
1:Cita
1:Cittinus
1:CivilisCita
1:Cittinus
1:Civilis
1:Clarus
1:Classicianus
1:Claudianus
1:Claudius
1:Clemens
1:Clement
1:Clodian
1:Clodianus
1:Clodius
1:Clovius
1:Cluntius
1:Colias
1:Collatinus
1:Columbanus
1:Columella
1:Comes
1:Cominius
1:Comitianus
1:Comitinus
1:Commidius
1:Commidus
1:Commius
1:Commodus
1:Concessus
1:Congrio
1:Constans
1:Constantius
1:Corbulo
1:Cordius
1:Cordus
1:Cornelius
1:Cornix
1:Cornutus
1:Corvinus
1:Cosconius
1:Cosmas
1:Cosmo 
1:Cotentinus
1:Cotta
1:Crassus
1:Cremutius
1:Crescentius
1:Cresces
1:Crispian
1:Crispin
1:Crispus
1:Crito
1:Crotilo
1:Cucuphas
1:Culleolus
1:Cumanus
1:Cunobarrus
1:Cupitas
1:Curio
1:Curius
1:Curtius
1:Cyprianus
1:Cyprias
1:Cyricus
1:Dacien
1:Dagwalus
1:Dalmatius
1:Dama
1:Damasippus
1:Damasus
1:Damian
1:Dannicus
1:Dardanius
1:Dardanus
1:Decentius
1:Decianus
1:Decius 
1:Decmitius
1:Decmus
1:Decumius
1:Desticius
1:Dexion
1:Dexippus
1:Dexius
1:Didicus
1:Didius
1:Dignus
1:Dillius
1:Dio
1:Diocletianus
1:Diocourides
1:Diodotus
1:Dioges
1:Dionysius
1:Diotimus
1:Disertus
1:Docilinus
1:Docilus
1:Dolabella
1:Dominicus
1:Domitianus
1:Domitius
1:Donatianus
1:Donatus
1:Donicus
1:Dorotheus
1:Dossenius
1:Drusus
1:Drusillus
1:Drusus
1:Dubitatius
1:Duccius
1:Dukker 
1:Dulcitius
1:Durio
1:Duronius 
1:Durus
1:Duvianus
1:Dymitr
1:Eborius
1:Eburnus
1:Ecdicius
1:Eclectus
1:Egbuttius
1:Egnatius
1:Elerius
1:Eliphas
1:Elpidius
1:Elvorix
1:Emeritus
1:Encratis
1:Ennecus
1:Ennius
1:Ennodius
1:Eonus
1:Epidianus
1:Epidius
1:Epimachus
1:Epolonius
1:Equitius
1:Erasinus
1:Esdras
1:Eudomius
1:Eudoxius
1:Eugenius
1:Eugenus
1:Eulogius
1:Eumenius
1:Eunapius
1:Euphemius
1:Eustace
1:Eustachy 
1:Eustacius
1:Eutherius
1:Evodius
1:Excingus
1:Exsupereus
1:Exuperantius
1:Exupertus
1:Fabian 
1:Fabianus
1:Fabillus
1:Facilis
1:Fabius
1:Fadius
1:Fadus
1:Fagus
1:Falerius
1:Falco
1:Falconius
1:Falx
1:Famia
1:Familiaris
1:Fastidius
1:Faunus
1:Faustillus
1:Faustinianus
1:Faustinius
1:Faustus
1:Faventinus
1:Favonius
1:Felicissimus
1:Felicjan 
1:Felissimus
1:Felix
1:Fenius
1:Ferentinus
1:Ferreolius
1:Festinius
1:Festus
1:Fidelis
1:Figulus
1:Filius 
1:Fimbria
1:Fimus
1:Firminus
1:Firmus
1:Flaccus
1:Flavian
1:Flavianus
1:Flavillus
1:Flavinius
1:Flavinus
1:Flavius
1:Flavonius
1:Florens
1:Florentius
1:Florianus
1:Floridius
1:Florius
1:Floronius
1:Florus
1:Forianus
1:Fortunatus
1:Francus
1:Fraucus
1:Fredisius
1:Frigidian
1:Frontalis
1:Frontinus
1:Fronto
1:Fructosis
1:Frugi
1:Frugius
1:Frumentius
1:Fulcinius
1:Fullofaudes
1:Fulvianus
1:Fulvio
1:Fulvius
1:Fundanus
1:Furius
1:Fuscinus
1:Fuscus
1:Gabinius
1:Gaianus
1:Gaius
1:Gala
1:Galarius
1:Galenus
1:Galerius
1:Galerus
1:Gallus
1:Galvisius
1:Garilianus
1:Gaurus
1:Gavius
1:Gavros
1:Gavrus
1:Gelasius
1:Gellius
1:Gemellus
1:Geminianus
1:Generidus
1:Genesius
1:Genialis
1:Gennadius
1:Gerardus
1:Germanus
1:Germanicus
1:Gessius
1:Geta
1:Getha
1:Glabrio
1:Gladius
1:Glaucia
1:Globulus
1:Gluvias
1:Glycia
1:Gordian
1:Gordianus
1:Gordio
1:Gorgonius
1:Gracchus
1:Gracilis
1:Granius
1:Gratian
1:Gratidianus
1:Gratidius
1:Gratus
1:Gregorius
1:Grumio
1:Grzegorz 
1:Gualterus
1:Habitus
1:Hadrianus
1:Hamelen 
1:Hardalio
1:Haterius
1:Helvetius
1:Helvius
1:Heracles
1:Hercules
1:Herculius
1:Herennius
1:Herenus
1:Herius
1:Herma
1:Hermina
1:Herminius
1:Hesychius
1:Hiacyntus 
1:Hiberus
1:Hilario
1:Hilaris
1:Hilarius
1:Hirpinius
1:Hirrus
1:Hispanus
1:Homullus
1:Honoratus
1:Horatius
1:Hortensis
1:Hortensius
1:Hortensus
1:Hosidius
1:Hostilius
1:Humilus
1:Hybrida
1:Iacomus
1:Igennus
1:Ignatius
1:Indus
1:Ingenuus
1:Ingenvinus
1:Inventius
1:Iocundus
1:Iovinus
1:Irenaeus
1:Isatis
1:Isauricus
1:Italicus
1:Iulius
1:Ivmarus
1:Jacobo
1:Januarius
1:Javolenus
1:Jeronim
1:Jove
1:Jovinianus
1:Jovinus
1:Jovius
1:Juba
1:Julian
1:Julianus
1:Julius
1:Juncinus
1:Juncus
1:Junianus
1:Junius
1:Jura
1:Justianus
1:Justin
1:Justinianus
1:Justinus
1:Justis
1:Justus
1:Juvenlis
1:Juventius
1:Kaeso
1:Kester 
1:Kiryk 
1:Klemens 
1:Klement 
1:Kliment
1:Kosma 
1:Kosmas 
1:Koz 
1:Kozma 
1:Kryspin 
1:Krystian 
1:Krystyn
1:Krysztof
1:Krzysztyn 
1:Lactantius
1:Laeca
1:Laenas
1:Laetinianus
1:Laetonius
1:Laevinus
1:Lafrenius
1:Lampronius
1:Larcius
1:Lartius
1:Lascar 
1:Lascarius
1:Lateranus
1:Latinius
1:Laurence
1:Laurentius
1:Leddicus
1:Leksander 
1:Leksy 
1:Lel 
1:Lennor 
1:Lentullus
1:Lentulus
1:Leon
1:Leontius
1:Lepidus
1:Lepontus
1:Leptis
1:Libanius
1:Liberalis
1:Libo
1:Liburnius
1:Licinianus
1:Licinius
1:Ligur
1:Ligustinus
1:Limetanus
1:Linus
1:Litorius
1:Littera
1:Litugenus 
1:Litumaris
1:Livianus
1:Livigenus
1:Livius
1:Lollia 
1:Lollius
1:Longinus
1:Loreius
1:Lorenc 
1:Lorenz 
1:Lovernianus
1:Lovernius
1:Lucan
1:Lucanus
1:Lucco 
1:Lucianus
1:Lucifer
1:Lucilianus
1:Lucilius
1:Lucius
1:Lucretius
1:Luctacus
1:Lucullus
1:Lunaris
1:Luonercus
1:Lupercus
1:Lupicinus
1:Lupinus
1:Lupis
1:Lurco
1:Lurio
1:Lusius
1:Lutherius
1:Lutorius
1:Maccalus
1:Macrinus
1:Macro
1:Macrobius
1:Mactator
1:Maecenus
1:Maecilius
1:Maecius
1:Maelius
1:Magnentius
1:Magnus
1:Magunnus
1:Maius
1:Major
1:Malchus
1:Mallius
1:Mallus
1:Maltinus
1:Mamilius
1:Mancinus
1:Manlius
1:Mansuetus
1:Marcallas
1:Marcellinus
